299915,4 5 6 9 A,1,6204
179949,3 5 6 9 A,1,6208
119966,2 5 6 9 A,1,6212
128535,3 4 6 9 A,1,6216
85690,2 4 6 9 A,1,6220
51414,2 3 6 9 A,1,6224
81795,3 4 5 9 A,1,6228
54530,2 4 5 9 A,1,6232
32718,2 3 5 9 A,1,6236
23370,2 3 4 9 A,1,6240
697697,5 6 7 8 A,1,6244
498355,4 6 7 8 A,1,6248
299013,3 6 7 8 A,1,6252
199342,2 6 7 8 A,1,6256
317135,4 5 7 8 A,1,6260
190281,3 5 7 8 A,1,6264
126854,2 5 7 8 A,1,6268
135915,3 4 7 8 A,1,6272
90610,2 4 7 8 A,1,6276
54366,2 3 7 8 A,1,6280
268345,4 5 6 8 A,1,6284
161007,3 5 6 8 A,1,6288
107338,2 5 6 8 A,1,6292
115005,3 4 6 8 A,1,6296
76670,2 4 6 8 A,1,6300
46002,2 3 6 8 A,1,6304
73185,3 4 5 8 A,1,6308
48790,2 4 5 8 A,1,6312
29274,2 3 5 8 A,1,6316
20910,2 3 4 8 A,1,6320
205205,4 5 6 7 A,1,6324
123123,3 5 6 7 A,1,6328
82082,2 5 6 7 A,1,6332
87945,3 4 6 7 A,1,6336
58630,2 4 6 7 A,1,6340
35178,2 3 6 7 A,1,6344
55965,3 4 5 7 A,1,6348
37310,2 4 5 7 A,1,6352
22386,2 3 5 7 A,1,6356
15990,2 3 4 7 A,1,6360
